issue,y,y_pred,result
"Cool Guys scroll on UICollectionView isn't working, any suggestion to make it work?",1,1,1
"Is there any way to avoid extract-n18n from extracting from node_modules?? because as of Angular 12 it crashes on ag-grid when I run the command as I understand `--ivy` arg used to that, but it's an unknown option now",0,0,1
what are the chunk file's on loading of the page are they really important it is causing delay on page refresh?,1,1,1
"What could cause the error ""error TS6053: File not found."" to appear? I'm trying to build our project on a docker container with Node node 6.10 and npm 3.10.10 - the Node packages are checked-in, so it can't be a version issue. I'm just doing a ""npm rebuild"". We're using Webpack for this, and locally on my Windows machine it works. It also works on co-workers mac machines.",0,0,1
Hey. Trying to find a way to calculate the determinant of a matrix (INDArray) in Nd4j. Can't find it! My search has taken me to: . I feel like I'm close. Any pointers?,0,0,1
"Hi, could someone help me with appium in docker container, I have an issue and don`t know how to solve it.",1,0,0
Hi everyone. My Ethereum Wallet cannot synchronize. It starts downloading blocks and at some point stops download. What can I do to with it?,1,1,1
"How can I match the right interface of the handler, when making Proxy extendable? I get the error :",0,0,1
"hey people, Is it possible to get the value of var inside component(in angular not in test) from protractor in e2e? Like count:number =2; I need to know in test what's the value in this var, is it possible?",0,0,1
ERROR in Checkbox.css. Can anyone help me with this,1,1,1
"I've got a problem when extending a class with a super in constructor. It looks like that when I'm extending an other class (in other package in typescript transpilled to es2015), when compiling my class and using it, I have Class constructor FlexError cannot be invoked without 'new' Here is the class that I'll extend And the extending class The two classes are on separate packages, The first one is published by compiled in es2015 The second one compiles in es2015 fine, but fails at runtime with the error mentioned above",1,0,0
"hi guys, I\'ve an issue with promises (bluebird library). When I try to ""promisify"" library it always returns a .reject() and .then() is not executed. Source code: it returns:Unhandled rejection (<{""answer"":""a cat""}>, no stack trace)",0,0,1
"Hi, I am migrating my ssr app from being built with webpack, to with the cli, and the app builds correctly, but when I try and serve it I get this error: ``` ReferenceError: Document is not defined at [file] ``` I am not sure, but I am guessing this could be the culprit?",0,0,1
"Can someone explain the difference between this and,bitcoin? Im invested slightly into bitcoin and would love to chat more about cryptocurrencies",0,0,1
"Hi, i'd like to ask for your help.I've tried to send ETH trough the telegram wallet Monee.Trx ID in Etherscan. telegram I've wrote ""@wallet number sum"" instead of ""wallet number sum"", so it appears that they gone to the wrong wallet. Cause Monee bot take as the users address. Currency have gone and not to my binance wallet. Could you please help me anyhow? Maybe i can connect with the owner of the wallet somehow. Thank you.",0,0,1
hi all! When I try run test in real iOS device I'm getting error:selenium.common.exceptions.WebDriverException: Message: An unknown server-side error occurred while processing the command. Original error: simctl error running 'create': Invalid device type: charliebut device connected and available for inspector mgmanikandan87,0,0,1
"hello I am facing the error while publishing solidity tutorial code on remix:Failed to publish metadata file to swarm, please check the Swarm gateways is available ( swarm-gateways.net ).{""statusCode"":0} please help. Do I need to install Swarm or some swarm tool first for ublishing it or we cannot publish from remix. I am new to this so may be sound crazy somewhere.. what is ico??",1,0,0
"Hello team, my name is Jamal . I'd like to become a virtual intern. What's the first step?",0,0,1
"Hi, I have a table which has invoice details -> It can spread over multiple pages while printing. I am using `ngxPrint` for printing. My requirement is when multiple page will be there then all page should have subtotal. How can I achieve this? Please help",0,0,1
I have installed Ethereum Wallet on Windows7 64bit. Do I have to run the .exe every time I want to view my wallet. I can't see an icon or the program listed in 'Programs'?,0,0,1
"Hi, is here any unit test expert? I have problem I do not know solve, I have quite simple directive and unit tests [link]. these tests work in HeadlessChromium, but fail in Chromium, and I do not know why. I get ""Error: Expected null to be truthy."" Can anyone direct me to right direction?",0,1,0
"does the dts have ""declare module 'hyperapp'"" in it? right, that declares a global symbol hyperapp that doesnt work when you use it with the ""import from 'hyperapp'"" syntax",1,0,0
"hi, how can I resolve ""Duplicate class org.openqa.selenium.WebDriver found in modules java-client-7.3.0.jar"" in android studio",0,0,1
"I am a beginner to node.js and need a small help,can anyone pls suggest what can be done to address ""connection refused"" message while running node in debug mode.The message appears when I try to access the node server.js app after attaching debugger",0,0,1
"I really want to compute 9007199254740991^9007199254740991 but I'm pretty sure it'll kill my computer It'll require about 143,706,169,087,762,620 characters to print Assuming each char is 1 byte, 133,836,799Gb",0,0,1
I got an error when I write npm Error: Cannot find module 'rimraf' wtf?!,1,1,1
How to link out out of python to my terminal and im using atom ?,0,0,1
"Hey all, anyone got this error using generator functions with typescript 2.9.1 version.example:",1,1,1
"can anyone help me to run mongodb in my system? i have mongodb in my c folder. my system is 32 bit os! i run it but it showing error! no its running on cmd , how can i able to copy that error? i will try,one min this is the error!",0,0,1
"specially those for the tray icon and the configuration interface??? hi all, does anyone knows where the sources of the docker-ce for windows are? hi, everyone, this is the link to the forum discussion",1,1,1
Hi Friends Can someone help in solving one issue in ios Appium My ios app is not launching through appium its just opening and closing with in a fraction of time,1,1,1
"Hey guys, can anybody provide any info how to do soft cascade deleting in Sequelize? Because when model has property paranoid:true, standard sequelize cascade deleting does not work. Maybe anybody can show any guides or example, how to do it. Thanks",0,0,1
"hi all, following this docker guide: i'm trying to create a registry, but it's not contactable despite running. any advice?",0,0,1
"Hey, can I do ""inline"" type assertion in higher order function? Like: [code]",0,0,1
"Hello Guys, I have one strange issue, I have VUE web component, in the slot of web component I use angular component, but angular component styles are not applying. Any idea what could be the issue. Thank you.",1,1,1
"Hi there, I am currently learning Angular and Redux pattern and I would like some explanation about this code: [code]. Is the factory method `createAppStore()` called once during the application life? The goal is to have one `Store`, I wonder how is it possible with a such factory method since every time we call that method we create a new instance. Sorry if this question seems obvious for some of you, I am a Java/Spring developer who try to learn other things. Thank you",0,0,1
is there anyway to get more verbose output on a docker build COPY? It starts running the COPY then I'm getting unexpected EOF,0,0,1
"I know the purpose of route reuse strategy and everything but sometimes when the same url is requested from the list of accepted cache URL's, the data is updated. So how can i get the updated data for a URL that is using route reuse strategy",0,0,1
"What is the easiest way to transform a 1d ndarray to a double[]? Just loop and add? I found it, but I didnt use .dup Is it needed?",0,0,1
Hello! I have a problem with tsify and modules. The repo is here: ... Please help me. Thank you.,1,1,1
hello I've started seeing 502 errors from about an hour ago in my app ah actually looks like the 502 started on November 21st already. so something else happened today that impacts my gitter streaming api connection,1,1,1
Hi guys. I'm setting Appium up for the first time and am running into an issue. Setting up ANDROID_HOME doesn't seem to be working correctly. When I run echo $ANDROID_HOME I get android sdk root. Please see my Bash below and inform me if you see anything incorrect,1,1,1
"Installing Ethereum Wallet, last of couple of blocks are not being download for last couple of hours. network is connected and peers are available. if I stop the process and re-run does it start downloading all the blocks again or it will continue from where it was?",0,1,0
"hi all is anyone know margin setting in ethereum what is it and how to we perform it?????, if anyone know about it please tell me something about it. chafey: hi sir i am new in ethereum and working in ethereum, someone give me task to do margin setting in your project i not undrestend about the term what mean by margin in ethereum so i asked the question.",0,0,1
"I'm getting a funky issue here wondering if anyone knows what's up. In a .less file I have `z-index: 900`, but after doing an `ng build`, in the compiled .css file it looks like `z-index:#900`, which is of course breaking my page. any thoughts?",1,1,1
"static members cannot access class type parameters can anyone explain why this is? i'm working around it by making them instance members, but it makes for a lot of unnecessary code simplest example:``` oops ?",1,0,0
"Hey guys, I seem to have an issue with adding users to a room (public) I assume there should be a pop-up when I click 'Add users to this room', but nothing happens nothing on the console either",0,0,1
"Hi, i really suck at node... so does anyone know why this just returns me an empty object? anyone here? because i have no diea how promises work and im trying to find out how to be able to use that API call",0,0,1
"Hello I have one Angular related question I have three buttons , 1. List, 2. Gallery and 3. Map I want to achieve when I click on any of these buttons to display different content How can I do that ? when I click List button, Gallery and Map related content should be hidden probably with *ngIf but I am not sure how to do that. Can you help me?",0,0,1
how it was impossible to get a working scala 2.10 build ah i already moved away from both google and 2.10 now anyway:P document what exactly how to get it running on google?,1,0,0
"Whats the name part in the vue js file for? export default {name: 'someName', so what does it do? I thought it was related to the component somehow but mine work without it Im in the wrong channel Lmao",1,1,1
"Hi, I have an issue in launching the app in a simulator. I'm using xcode 8 and appium 1.6.1 . Following is the issue I get in appium Enqueue Failure: UI Testing Failure - App accessibility isn't loaded. Can someone help me with it",1,1,1
"guys, yesterday i was thinking and i think i will change my requirements i intend to have channels where clients subscribe to and then i only broadcast data to those channels clients do not emit stuff how would you do that? it will probably have over 500 users on peak time im not really worried about client the idea can be compared with slack to have like team channels clients are only gonna be receiving .. i was thinking Redis and sockets but im unsure on how to set it up for a high numebr of users",0,0,1
"Hello WOW, Yolo2 :) you++, I am trying to use the VGG16 CIFAR pre trained network - would you recommend that? looks like it is too old, I don't know if you tested it with 1.0-beta",0,0,1
"hi , i have multiple projects that them depend each other but i can't use parent package dependencies in child project because all of parent dependencies install in nested node_modules!!! how do i unpack all of nested dependencies in root node_modules ? please help me to solve this problem.",0,0,1
"hey folks, I have a `base abstract service` which I extend, there is a method whcih open a material dialog like this [code]. at the moment I am overwrite the method to can pass other `SectionFormComponent` as type and as param any idea or clue how the component could be dynamic so if I want not to open the ""default"" form component, can pass another",0,0,1
What is the appropriate way of using local environments variables in Angular? I would like to import variables from local environment and use them in the Angular app. Any ideas and suggestions how to do this properly?,0,0,1
"Hi, can you help me? 23 hours ago I sent 17.47 ETH and still does not reach my wallet, .. is it normal to be delayed so much?",1,1,1
"could not able to send email using nodeMailer I am getting this Error { AuthError: Invalid login - 535 Incorrect authentication data at SMTPClient. name: 'AuthError', data: '535 Incorrect authentication data', stage: 'auth' }events.js:112 throw er; please anyone help me to solve this issue arun-awnics: yes I am providing correct User name and Password I couldn't get any idea why i am facing this errror arun-awnics: In my code my email credentials is there",1,1,1
"Hello, After upgrading from angular 9 to 11 I'm getting this error when trying to ng build --prod ``` a Generating browser application bundles (phase: additional asset processing)... An unhandled exception occurred: PostCSS plugin postcss-discard-comments requires PostCSS 8. Migration guide for end-users: [link] ```",0,0,1
"Hi! Has anyone here come up with a nice enough solution for ? To be more specific: Multiple â€œnodeâ€ modules, each with a pacakge.json, each writtein in typescript â€œGo to definitionâ€ should not go to .d.ts file, instead it should recognize project and go into source and the second issue from a multiple module setup is very high RAM usage in watch mode",0,0,1
"Hello Everyone! Hope all are well? I need some help could anyone aid me in my understanding of Appium please? The situation is I'm currently coding a very simple program one which will open Safari on my ""real"" iPhone s4, and navigates to Google. By the way Tally, thanks for interest in me!",0,0,1
"How do I use an `@Input` for a `boolean` without using `[]`? I've tried `scaleToContainer=1`, `scaleToContainer=true`, and `scaleToContainer=""true""`.",0,0,1
I am following the steps here: I can get to this far: 'id=<udid>' test but I have problem here: anyone knows what the problem would be?,1,1,1
Is there any webpage to make possible ? I just want to type the time and get the code omg :D I can't start the ico,0,0,1
"Hi, I'm looking for a library that does async forloops, meaning it always uses nextTick between interations. There are a few options out there and I'm wondering if anyone knows what thest best one is.",0,0,1
"hello. Im just an user, not professional. I wanted etherium wallet, so downloaded setup file from this webpage. installed it. Now I can open ethereum wallet in my PC. It gave me ethereum wallet adress. I transfered to this adres 1 ethereum from exmo. it did not arrived. checked on exmo, they prooved it is withdrawed to my account. Unfortunately, I just now noticed, that in my wallet there is written: ""accounts are password protected keys that can hold ether and ather-based tokens. They can control contracts, but can't display incoming transactions"". Please help me and tell me, how can I acess my funds on this wallet? thanks forward",0,0,1
Hey. Is it possible to sync blockchain starting from a specified height with thegeth --light? i want to download light blockchain starting from heigh 1.5M and above,0,0,1
"guys, I'm doing some testing about the spark bug i'm facing. I just found out that if I do not specify any of --executor-memory or --driver-memory (so spark uses 1g per executor), the training works fine. Can this mean that dl4j needs a lot of memory for itself even in training with spark?",1,0,0
"Morning! I am having a bit of an issue with a nested component when running tests in a headless browser (and only then) :( I have outlined the issue, with associated code snippets over on Stack Overflow. If anyone has any ideas of what I've done wrong, please steer me in the right direction! Thanks so much :)",1,1,1
"Hello, I have a problem when starting spark-submit with my app written in Scala, based on tutorial about image recognition, in last line of those 2. The error message is: HDF5-DIAG: Error detected in HDF5 (1.10.0-patch1) thread 0:#000: H5F.c line 579 in H5Fopen(): unable to open file #001: H5Fint.c line 1208 in H5F_open(): unable to read superblock #002: H5Fsuper.c line 443 in H5F__super_read(): truncated file: eof = 4263435, sblock->base_addr = 0, stored_eof = 553466928 Exception in thread ""main"". I have added to dependencies in build.sbt When started for the first time app properly downloaded weights from guthub and wrote them to .dl4j/trainedmodels/vgg16/VGG16.json agibsonccc: Thanks for advice, unfortunately I am using 0.9.1 :/ agibsonccc: sorry for the alarm, file with weights was corrupted, because I lost network connection for a moment during file download, after delete h5 file and json, and starting app again, files were downloaded properly and this step went smoothly. Thanks.",1,1,1
Capture All Request and Response Alone I have a web application where huge request and response is being transferred. I'm looking for a tool which just captures the request and response in a database or csv file and no other details are required. Can you please kindly suggest me a tool or any interceptor without touching the code? Thanks,0,0,1
Hello guys I do not know if I am right here. I have a question about the wallet. I bought ether but can not see it in the wallet - on etherscan.io it shows it to me,1,1,1
"Hello, I have a question concerning angular component HTML file . we need to have multiple templates (HTML file) for a component, each client will use a HTML file corresponding. Actually, we are configuring these file by using file replacement in angular.json to determine in which client (which configuration), which HTML file will be used. However, we would like to upgrade angular to the latest version (12) and as I know, Angular 12 will not accept HTML file in file replacement any more. So, I would like to know if you have another idea to handle the use of multiple HTML files for a component ? Thank you",0,0,1
hola hi some have experience to connect Node with Firebird ?,1,1,1
"Please can some help, I have issue contacting host server from my container. I just run a server on host (python -m http.server 9999) butcurl http://127.0.0.1:9999returnscurl: (7) Failed to connect to localhost port 9999: Connection refused. Is there a way to solve this without passing the --network 'host'?",0,0,1
"Good morning. I cannot start the gitter desktop client on ubuntu 20.4 running kernel 5.8.9-050809-generic, error message is: Too short EDID data: manufacturer id Installed fromgitter_5.0.1_amd64.deb",1,1,1
"Hi guys, I'm New to Appium, Can anyone guide me how to prepare regression suite, When you have a free time. I was not able to prepare negative test suits.",0,0,1
Hey fellow developers. I'm not sure if I have the wrong idea of how to build a Schema - should I be splitting out the model for this Event Schema? this is my model,0,0,1
Im using gulp withgulp-typescript` and so far I did not found way to make it work it would be so convenient if ts would resolve those module names according topathssettings alas..,0,0,1
"Hey guys! I have question, maybe someone clash with same problem. I have mongo collection, use mongoose odm, and try to find element, by query where fields is array of objects. My problem^If i have collection with one element in array, i can't find throw mongoose, but over direct mongo driver document can be found. Then i add another element to array, and search is finished sccessfull. What did i do worng? Best regards, Dorokhovich Mikhail",0,0,1
"I am having trouble with my desktop client on MacOS. It suddenly starts with an empty white window. Tried to delete the cache folders without result. What is the procedure to get it back to a working state, or is it a known issue? jmcmurry: how do you fix it, as the client in the browser works without problems, only the electron app stopped working :( >_< Ok, so it seems that opening gitter.im in safari times out on my machine for some reason... and that is why the ""desktop"" app fails MadLittleMods: Gitter version: Version 1.177 (1.177)",0,0,1
somehow I get very different results when using EarlyStopping... is it because I was overfitting before?,1,1,1
"I'm having an issue running ansbtapp in a docker container. The app starts running, but then crashes after serving a single request. The container remains running. I've built my image a few different ways,sbt-pack,sbt-assembly,sbt-native-packager, but there's no difference. Does anyone have any idea what might be going on? tusharbudhe0302: Any luck? I'm having a similar issue with redis.",1,1,1
"I'm trying to run bash scripts for etl in a container. The scripts require mysql and postgres clients among others, and I'm having issues getting all the requirements installed into one container using the official docker images. Would be grateful for advice on getting everything I need into the environment. i know you're generally meant to split services up across containers but in this case they can't be decoupled because of job dependencies thomas-oo: I have created my own Docker image. But installing the specific dependencies has been far more difficult than expected. Appending my base OS image with the lines from the mysql dockerfile isn't working.",0,0,1
"Hi, I have an application in which all get request by using forkJoin can return values correctly. The forkJoin in different components contains various parameters. Some have 3, some have 6 etc. However after I added interceptor the forkJoin stopped returning values. My interceptor is simple. [code] I tried something such as return [code] Still not working.... Thanks for the help.",1,0,0
"Hi everyone, I would like to have opinions on what do you think is the best practice of injecting a service to lazy loaded (or preloaded) module - to provide in root or in the specific lazy module? Thank you.",0,0,1
"Hi, Can someone help with appium and jacoco integration? Yes I want to check the code coverage of the appium code i have written my android app is written in java, my tests are run using appium",0,0,1
"can someone guide me through these steps or atleast provide me with tutorials,im really struggling to find solutions for these (Angular) On the top of the players table, you should have a Filter menu which will be used to filter the players (show only the filtered). The filter should contain: a One input field to filter by full name a Select Dropdown to filter by position C, F or G a Sorting by first name: [ascending, descending]",0,0,1
"When I do adocker build .what is actually happening at a high level? I assumed it would create a container for this but not run it, but it does appear to run the container too, so is a docker build basically doing a run as well? I am using docker for windows (with windows containers) currently but its often quite dead in here",0,0,1
"Hi, I yet dont recibe my eth in my wallet and when i try to find with the hash but the page say that the transaction dont exist or some similar, what happend with my money?",0,0,1
"Has anyone proposed an alternative to npm? I hear a lot of complaining, but I don't think it's fixable. You either re-invent the wheel, or you don't and use npm.",1,0,0
agibsonccc: Thank you. Is there any way to get values specified by row INDArray and column INDArray? I mean analog to numpy index operation. The output for this block will be: [[ 4 12 10][ 9 8 7][ 6 5 11]][10 8 6],0,0,1
Hi everyone i need a help from u all getting this error while try to run the WDA in xcode,0,0,1
I'm using .Net Core SPA Angular. I have an external IdentityServer. How do I protect the downloading of the Angular app itself and then provide it an access token to the API after? I've searched for so long for the right answer to this. but I stiiiiiiiiiiiiiiiiiiillll haven't fouuuuuund what I'm looking fooooooor,0,0,1
is it safe to delete chaindata dir and restart my sync with --fast flag?,0,0,1
"hi guys, i would like to ask if is it possible to use docker in windows 2008 server?",0,0,1
"Hi Every one Beginner here can any one guide me through a basic path which i should follow to learn angular , I know basics of html, css and little bit of js, it feels so overwhelming so pls give the resources if any you can suggest!! Thanks in advance",0,0,1
"Hello Gitter Team- I have just created a new community name ""goresty"" for . I would like to change my Gitter username to ""go_resty"" or ""go-resty"". Please help out. Thank you.",0,0,1
i've run into a problem with the f1score function which uses labelProbabilities here the last layer in my network is an OutputLayer with softmax and neg log likelihood that line seems to be feeding the input from the last layer back into itself thus the dimensions aren't right,1,1,1
"Hi everyone. I'm a bit new into these things. I Do not understand a thing, why when bitcoin drops the other currencies follow the bitcoin's trend? Can anyone explain me this?",1,1,1
"Hello! I have problem using CUDA - it not work. I tries with different ways. Maybe graphic card too old, but it has CUDA... I build examples with maven and here logs and other info: Ok. Thank you. Can you add this info into requirements? I spend much time trying to solve the problem :)",1,1,1
Trying to connect a https hosted webservies using request but getting this error. error { Error: write EPROTO 140735782093632:error:14094410:SSL routines:ssl3_read_bytes:sslv3 alert handshake failure: SSL alert number: error:SSL routines: ssl3_write_bytes:ssl handshake failure: { Error: write EPROTO 140735782093632:error:14094410:SSL routines:ssl3_read_bytes:sslv3 alert handshake failure: alert number: error:1409E0E5:SSL routines:ssl3_write_bytes:ssl handshake failure:,0,0,1
"There's a form in the child component, can we give a warning to the user when the form is filled but the user is try to navigate somewhere else? User is clicking on the sidenav in the parent component. A warning like this <unconvertable>.",0,0,1
"Hi. I need to have my main angular application open an existing, 2nd angular application in a new browser tab for editing specific content. When finished and returning to the main application, it needs to refresh its state from the server. What is a good architecture to notify from the editing app to the main app that a refresh needs to be made? Would local storage notifications work? Or service workers?",0,0,1
Has anyone solved the issue with a host with multiple network interfaces being able to route traffic to the docker container? e.g I have eth0 and eth1 serving external traffic that needs to be routed to my container.,0,0,1
"Hi, im on linux - ubuntu. I like the feature where you hover on a github issue and a popover appears. It shows actions like mention, open in github. Sometimes, i open in github just to subscribe the thread. Is it possible there be a feature/action just to watch the issue or subscribe without opening a new tab MadLittleMods: Alright, I would work on it",0,0,1
Hey has anyone ever used the googleapis npm package? I'm having a hell of a time trying to make a request right now,0,0,1
I guess I get to become a node developer. What software would you recommend I use to build a http server (with websockets)? is expressjs still standard?,0,0,1
"So here is my question concerning Heroku, I managed to get working locally but it won't build on the heroku server, I'm getting this error :Error on fetch for app/main.js, any ideas ?",1,1,1
"i am facing this error how to solve it ,The serve command requires to be run in an Angular project, but a project definition could not be found. please let me anybody guys The serve command requires to be run in an Angular project, but a project definition could not be found",0,0,1
Hello my gitter is not showing the messages on Android What could be the reason? Is there a way to get any error message?,0,0,1
"Hallo everyone, I'm new here. Looking for some info/help regarding angular versions. I installed specific version (9.1) and then when I run *ng serve* it throws me this error `This version of CLI is only compatible with Angular versions ^12.0.0-next || >=12.0.0 <13.0.0, but Angular version 9.1.0 was found instead.` can I install specific version of angular and not with the cli. When I run *ng version* it shows the version I installed for CLI but not for angular itself. even though I install the required version it still detects the higher version and throws the same error. Can anyone tell me how to resolve this.?",0,0,1
any idea why if I changed my email in Github I'm still receiving Gitter email notifications to the old address?,1,1,1
"I need help , how can i update global variable 'data' fromthenin promise . roychri: if i use global data , nothing changing . console.log(data) display data without change after parse function , but inthendata is changed . If i try set data in then to global roychri: you are right, but in then console.log show information what i need , but not in global . i cant use changed variable in the rest of the program .only in then . its my problem .",0,0,1
"I've managed to build locally before (e.g 0.5 ), but now when trying to build 0.6.1-SNAPSHOT I'm getting an error I haven't seen before when building libnd4j /Users/danlin/git/dl4j-local/libnd4j/include/pairwise_util.h:15:10: fatal error: 'omp.h' file not found anything obvious that has changed since 0.5 ? right, sierra a bad thing?",0,0,1
is the adb command working from terminal?,1,1,1
"I have a problem: I run my (hybrid) test cases once, and after few minutes I run same test again, but the second test fails. Any idea why? If I reinstall appium, it will start successfully go through",1,1,1
"I need a very simple signal library. It doesn't even need to support unsubscribing. I just need to be able to register some callback to get notified when an event happens. Searching npm yields a lot but I wonder if there is some kind of defacto standard one that is being used a lot. It looks like ""events"" is the thing I\'m looking for...",0,0,1
"Hi Guys, I have installed sdk on windows 10 with 64 bit but I can see that UIAutomator Viewer is not working. I am getting error message when run from cmd .Can anyone help on this ? I have installed only Android 5.0.1 & 5.1.1 Android versions .Is it dependent on this ?",1,1,1
hi i have some problem about gitter xprop doesnt give me gitter's wm_class i am using i3wm so i need that for assing it to my workspace thank you@MadLittleMods,0,1,0
"Could someone please take a peek at this Spark null pointer exception stack trace? I'm working on a test setup in which there's exactly 1 MultiDataSet with 1 example. I've confirmed that this data set gets loaded properly in an RDD. By running this in the driver before fitting, ParameterAveragingServer does After which apparently params is null, Which should mean that there are 0 results. That's where I'm lost Oh yeah, I tried running it without Spark, with a normal computation graph, which works fine Same config, same data set. Here's the method that does the training (it gets it's config from an external message). I'm afraid I'm hitting some edge case because of my tiny dataset Ah, if I add to the training master, everything works fine. That's no real solution thoug I'll see if I can turn this into a unit test. Hmm, I can't reproduce it on master, so maybe it's already been fixed (I was working with 7.2)",0,0,1
"In a new angular project, adding a simple my-lib library, source maps work as expected, but when I change the inline template of any component to templateUrl, sourcemaps are gone. Anyone has idea what can we do to bring them back? I created a github project.",0,0,1
"Hi Gitter, is there any limitation to the chan avatar? I tried uploading a 256x256 png, but it just does not show up even after the small progress bar has completed its tasks hello@mbrsalman5 whoops, wrong chan, sorry",1,0,0
"This is a question about IntelliJ, but after a lot of googling and still not finding a solution, I hope someone here can help me instead. When I run a program in IntelliJ, it always defaults to -Xmx4G no matter where I change the JVM options in the IDE. Where should I add -Xmx8G to get my wanted effect?",0,0,1
"aniket-21: In iOS automation , I'm getting following error. Can you help me with this?",1,1,1
"Hi, is there any way of combining columns using datavec? I have a csv file with separate columns for year, month, day etc that I'd like to combine in to a single datatime column. Kind of the opposite of DeriveColumnsFromTimeTransform.",0,0,1
"Hi,INDArray Omega = InvertMatrix.invert(Sigma, false);fails ifSigmais of size (1,1) with the following error: Is this expected?",1,1,1
"Hi, I downloaded my wallet a few weeks ago and last night transferred some Ethereum to my wallet but 24 hours later it hasn't arrived. I have double checked that I used the correct key to my Main Account (Etherbase) and it still hasn't arrived, can anyone assist me",1,1,1
"Guys, tomorrow I have an interview for a node.js developer position .. It's my first interview ever .. How should I prepare myself ?? Need your help",1,0,0
"Is it normal the net is training ""well"" with nesterovs, but if I use rmsprop it throws a lot of Hit termination condition on iteration 0: score=0.0, oldScore=0.0 ?",1,1,1
"any idea how to solve this error 'Exception in thread ""main"" java.lang.IncompatibleClassChangeError: Implementing class'",1,0,0
is it possible to inject a file into an image before starting a container from that image? ^ideally a config or properties file.,0,0,1
"Does anyone know why i am having error ""An unknown server-side error occurred while processing the command. Original error: Unable to launch WebDriverAgent because of xcodebuild failure: xcodebuild failed with code 65â€ while trying to start a session from appium desktop please help me out. Hey bro, i did everything you asked me yesterday but still no luck i have the webdriveragent running on my phone as per the instructions given from teh link you provided@aniket-21",0,0,1
"How do you guys remote train your java models? I do not have a powerful enough laptop. If it was python, I would simply fire up a jupyter notebook in an AWS instance. What is the equivalent to Java (DL4J)?",0,0,1
How can i convert callbacks to promises? You must try this..,0,0,1
"Hi would like to ask if updateing a document by _id is allowed in mongodb library? i tried to update by other attributes ad it works, but when i try to update by _id it doesnt seem to find the record @WORMSS hmm i tried to do it like this but still fails to find and update the document by id? WORMSS: ar ha i should be using dialogID not chatID sry it worked like a charm thx WORMSS: yea thx :)",0,0,1
"AlexDBlack: Hello.Alex.I have a question when deploying dl4j on server. It seems when a network model instance is dealing with large requests from multiple threads, the time will dramatically increase. Is there any machanism that will block multiple requests when I invoke 'model.output(inputArr); 'Can a model instance dealing with calculation requests from multiple threads at a time?",0,0,1
Hello everyone. I used google firebase for android. But I can't fetch data from google firebase. Help me.,0,1,0
"hi , if i want to use SVM classifer as the classifer of the DBN,not BP, what should i do?",0,0,1
I have a problem where the angular material breakpoints are not enough to control the appearance of my app because some mobile phones have much larger resolutions than what the breakpoints associate with handset devices. How can I fix this?,0,0,1
"transfered eth from coinbase to wallet over 15hrs ago but eth hasnt shown up in my wallet yet, any ideas? etherscan shows the eth was received but it is not in my wallet",1,1,1
"Hey, I'm using this library: and it comes with a typescript header file: but I can't figure out how to import it properly. Any ideas? I've tried various styles of import, but I keep getting errors similar to '.../keycloak-js/dist/keycloak.d.ts' is not a module",0,0,1
I have install flexslider via:npm install -D @types/flexslider but I am getting the following error: index.d.ts is not a module. any idea?,1,1,1
"hey guys, I just started using gitter, I logged in with twitter first and downloaded the Mac OS X app, but then I found some rooms that required me to be logged in with github, so I logged out in the browser and logged back in with github, but I can't find how to logout of the desktop app to make my account a github account only or how to add my github account to the twitter login so it knows that I have a github account too Thanks! I didn't realize there was a menu bar option, I was clicking on my picture on the main app, looking in the menu, and using the command-comma to look for something in the options. Gitter n00b :-)",0,0,1
"i have a vps. running docker. started e.g. the wordpress:latest on it. Volumes ./html to the container html dir. The user i used to start the container is not allowed to change files within this dir. Due to the fact it belongs ""www-data"" now.How should i use this exactly? I want to use phpstorm on my local machine to work via sftp on the vps (changing files in the container volume.) i did but still cant edit files in there... and i chmod 775 the whole folder to make sure www-data group is able to write...",0,0,1
"Hi, I deposited some ETH from my wallet in EtherDelta to the EtherDelta smart contract using the deposit button on the EtherDelta page. I got a transaction ID for it but I cannot find the transaction on etherscan even after 15 minutes Now I am unable to deposit again and it says my balance is not enough. Etherscan shows no change in my balance Alright. Transaction shows up on Etherscan",1,1,1
"I have a quick question about the word2vecSentimentRNN example? from my understanding this is a supervised learning approach since the model gets trained initially, is this correct?",1,0,0
Is there a something I'm missing which means I need to explicitly state thatmyconfigis not read-only?,1,0,0
We are going to test our application made on dl4j on AIX system. Will the system run on it or nd4j will not work ?,0,0,1
"I have built an angular 11 app with routing modules. If you start the app by going to the domain url it will do the right thing and go to the ""dashboard"" path. Once there, I can use a menu with many links to click on and the app will navigate to where it should. [link] -> brings me to 'dashboard' path. But I cannot type another path in the browser address bar that is valid (and I can get to via routerlink or code anvagation) as: [code]. What am I doing wrong?",0,0,1
"hi, in nd4j-examples I see only basic usage examples, I want to know if I can do a PR with a standard logistic regression implementation or if it is not the right place",0,0,1
"Hey there. I'm wondering about a good format to get into angular - it's not for me, but I'm trying to find a good format for beginners. Something I really like are the railscasts - [link] , but those are obviously the wrong programming language. :D Is there something like that for Angular?",0,0,1
"Is it just me, or does the welcome message keep changing?",1,1,1
"does anyone have any clue if setImmedia behave diffrently in event loop if . I put return in it ? lets say that someAsync, is a generator function and it does smth.. in the end it 'returns' a value",1,0,0
